content,final_sentiment,baseline_aspect_category,tweet_type,clean_tweet,quadruplet,triplet_label,len_clean_tweet
@bliblidotcom Sama aja yang penting enak,positive,delivery; produk;,SUBJECTIVE, Sama aja yang penting enak,"(_, penting enak, produk, positive)","(_, penting enak, produk)",5
@mandiricare Minn livin Error 😭 cefatt aku mau co shopee,negative,produk;,SUBJECTIVE, Minn livin Error cefatt aku mau co shopee,"(livin, error, negative, payment)","(livin, error, negative)",8
"@berburusales setelah war shopee, skrg ada tissue lazada. ada yg mau ngajarin aku ga gimana cara checkout lazada :( interface lazada asing banget buatkuuuuu",negative,produk;,SUBJECTIVE," setelah war shopee, skrg ada tissue lazada. ada yg mau ngajarin aku ga gimana cara checkout lazada interface lazada asing banget buatkuuuuu","(interface lazada, asing banget buatkuuuu, negative, website&apps)","(interface lazada, asing banget buatkuuuu, negative)",22
@ShopeeID Lavender #GalaxyS23 #GalaxyS23xShopee shopee memang baik #27 ✨️,negative,produk;,SUBJECTIVE, Lavender shopee memang baik,"(shopee, Lavender shopee memang baik, positive, produk)","(shopee, lavender shopee memang baik, positive)",4
@931luvie gk tuker device ganti akun shopee jualan sama akun beli . ini juga udh 1 thun lebih gk mslah masa baru ke ban skrng,negative,produk;,SUBJECTIVE, gk tuker device ganti akun shopee jualan sama akun beli . ini juga udh thun lebih gk mslah masa baru ke ban skrng,"(shopee, masa baru ke ban skrg, negative, website&apps)","(shopee, masa baru ke ban skrg, negative)",23
Ngata2in siaku norak kyk yg gapernah belanja pas ramadhan season senah padahal akuteh beli awal puasa. Ga baru kemaren. Maksudnya kyk yaudah aja padahalmah ya.. plastik sabaraha perak sih. mending di shopee sih sbnrnya belanja teh. Ga dikirim 3 hari aja udh auto shopee yg batalin,negative,produk;,SUBJECTIVE,Ngata2in siaku norak kyk yg gapernah belanja pas ramadhan season senah padahal akuteh beli awal puasa. Ga baru kemaren. Maksudnya kyk yaudah aja padahalmah ya.. plastik sabaraha perak sih. mending di shopee sih sbnrnya belanja teh. Ga dikirim hari aja udh auto shopee yg batalin,"(shopee, Ngata2in siaku norak kyk yg gapernah belanja, negative, produk)","(shopee, ngata2in siaku norak kyk yg gapernah belanja, negative)",45
"njir mitra shopee ga ada yg deket rumah, matek aku, toner dah sedikit ya gimana ya hiksss",negative,produk;,SUBJECTIVE,"njir mitra shopee ga ada yg deket rumah, matek aku, toner dah sedikit ya gimana ya hiksss","(shopee, ga ada yg deket rumah, negative, website&apps)","(shopee, ga ada yg deket rumah, negative)",17
@Shopee__ID Ternyata ada yahh yg model gituuu,neutral,produk;,SUBJECTIVE, Ternyata ada yahh yg model gituuu,"(model, Ternyata ada yahh yg model gituuu, positive, produk)","(model, ternyata ada yahh yg model gituuu, positive)",6
@bliblidotcom BAKWAN GEMUK ITU AROMA TEPUNGNYA TERLALU KERASA BAHKAN JADI KURANG MATENG TEPUNG DI DALAMNYA.   KALO BAKWAN TIPIS KRENYES RENYAH NO DEBAT.,positive,produk;,SUBJECTIVE, BAKWAN GEMUK ITU AROMA TEPUNGNYA TERLALU KERASA BAHKAN JADI KURANG MATENG TEPUNG DI DALAMNYA. KALO BAKWAN TIPIS KRENYES RENYAH NO DEBAT.,"(BAKWAN GEMUK, TEPUNGNYA TERLALU KERASA, negative, produk)","(bakwan gemuk, tepungnya terlalu kerasa, negative)",21
"Ini shopee baru nak keluar laporan validasi komisinya, kire gak kenak surat cinta 😬",neutral,produk;,SUBJECTIVE,"Ini shopee baru nak keluar laporan validasi komisinya, kire gak kenak surat cinta","(shopee, validasi komisi, negative, website&apps)","(shopee, validasi komisi, negative)",13
sbntr kita pantengin diskonan shopee dlu,neutral,produk;,SUBJECTIVE,sbntr kita pantengin diskonan shopee dlu,"(shopee, pantengin diskonan shopee, positive, produk)","(shopee, pantengin diskonan shopee, positive)",6
"di shopee nya jg libur😭 ada stoknya di playdate kemang tp JAUH BGT dr rumah gw knp ga ada online nya sie,,",negative,produk;,SUBJECTIVE,"di shopee nya jg libur ada stoknya di playdate kemang tp JAUH BGT dr rumah gw knp ga ada online nya sie,,","(_, jauh bgt dr rumah gw, negative, produk)","(_, jauh bgt dr rumah gw, negative)",22
@herrysw Tadi mau coba order ip di store @BlibliCare @bliblidotcom paskal 23 tanya bener gak ada perlindungan tambahan 6bulan katanya gak ada kalau ip garansi sama sperti di tmpt lain hanya 12bulan yang ada tambahan 6bulan hanya untuk produk samsung alhasil pindah ke digimap.,neutral,produk;,SUBJECTIVE, Tadi mau coba order ip di store paskal tanya bener gak ada perlindungan tambahan bulan katanya gak ada kalau ip garansi sama sperti di tmpt lain hanya bulan yang ada tambahan bulan hanya untuk produk samsung alhasil pindah ke digimap.,"(ip, gak ada perlindungan tambahan, negative, produk)","(ip, gak ada perlindungan tambahan, negative)",40
@convomf SAMA BANGET NDER GILAK.  PARFUM COWOK GUA YANG WANGINYA ENAK BANGET SOFT LEMBUT NAGIH ITU GUA KIRA JEBLOSAN SHOPEE RECOMMEND TERNYATA BURBERRY.  BARU PARFUM DOANG ITU MAH YA MANA PARFUM GUA AJA PARFUM LITERAN HUA HUA HUA.,neutral,customerservice; produk;,SUBJECTIVE, SAMA BANGET NDER GILAK. PARFUM COWOK GUA YANG WANGINYA ENAK BANGET SOFT LEMBUT NAGIH ITU GUA KIRA JEBLOSAN SHOPEE RECOMMEND TERNYATA BURBERRY. BARU PARFUM DOANG ITU MAH YA MANA PARFUM GUA AJA PARFUM LITERAN HUA HUA HUA.,"(parfum, wanginya enak banget, positive, produk)","(parfum, wanginya enak banget, positive)",37
"@bliblidotcom Mau beli kue ulang tahun aja min, itu penting sih min",negative,customerservice; payment; price; produk;,SUBJECTIVE," Mau beli kue ulang tahun aja min, itu penting sih min","(kue ulang tahun, itu penting, positive, produk)","(kue ulang tahun, itu penting, positive)",11
"Gila ayank hari ini dikasih modal 120rb bisa ngasi 1juta. Sering2 yah, shopee paylaterku kan jadi lunas ❤️",negative,payment; produk;,SUBJECTIVE,"Gila ayank hari ini dikasih modal rb bisa ngasi juta. Sering2 yah, shopee paylaterku kan jadi lunas","(shopee paylaterku, kan jadi lunas, positive, payment)","(shopee paylaterku, kan jadi lunas, positive)",17
"@babyjxxxoxo Wkwk lebay sih kl email, kecuali nomor wasaf yaa. Aku pernah pasang iklan di olx trs nomornya lupa di hide, beuh ga aturan itu org2 telfon sama spam wa malem2.",neutral,produk;,SUBJECTIVE," Wkwk lebay sih kl email, kecuali nomor wasaf yaa. Aku pernah pasang iklan di olx trs nomornya lupa di hide, beuh ga aturan itu org2 telfon sama spam wa malem2.","(pasang iklan, nomornya lupa hide, negative, website&apps)","(pasang iklan, nomornya lupa hide, negative)",30
@ohmybeautybank mending beli di shopee mallnya langsung deh ato ga toko yg udh trusted dripda kyk gini murah murah taunya palsu mending sekalian harga normal,neutral,produk;,SUBJECTIVE, mending beli di shopee mallnya langsung deh ato ga toko yg udh trusted dripda kyk gini murah murah taunya palsu mending sekalian harga normal,"(shopee mallnya, taunya palsu, negative, produk)","(shopee mallnya, taunya palsu, negative)",24
keknya gw harus menghindarin aplikasi shopee sementara waktu.. karna rasanya GW MO CEKOT SMUA,negative,produk;,SUBJECTIVE,keknya gw harus menghindarin aplikasi shopee sementara waktu.. karna rasanya GW MO CEKOT SMUA,"(aplikasi shopee, gw mo cekot semua, positive, website&apps)","(aplikasi shopee, gw mo cekot semua, positive)",14
@ohmybeautybank kamanahra nipu ka? pantes di Shopee belum ada review😭,negative,produk;,SPAM, kamanahra nipu ka? pantes di Shopee belum ada review,"(shopee, belum ada review, negative, produk)","(shopee, belum ada review, negative)",9
sebelll bgttt voc shopee napa ghoib bgt deh😭,negative,price; produk;,SUBJECTIVE,sebelll bgttt voc shopee napa ghoib bgt deh,"(voc shopee, ghoib bgt deh, negative, price)","(voc shopee, ghoib bgt deh, negative)",8
"@discountfess Biasa kl aku di shopee point, ga prnh ke agen krn ga ada di daerahku jg",neutral,produk;,SUBJECTIVE," Biasa kl aku di shopee point, ga prnh ke agen krn ga ada di daerahku jg","(shopee point, ga pernah ke agen, positive, website&apps)","(shopee point, ga pernah ke agen, positive)",16
"@Sajakberjejak @ShopeeID Recently shopee parah sih, ini komplen yg kesekian di bulan ini dg case yg berbeda. Dr shopee tdk ada solusi yg baik dan tepat uk pembeli, smwnya gantung. Yg dirugikan selalu pembeli, sy bukan org yg gampang komplen tp karena ud sering kya gini jd lumayan ganggu",negative,customerservice; price; produk;,SUBJECTIVE," Recently shopee parah sih, ini komplen yg kesekian di bulan ini dg case yg berbeda. Dr shopee tdk ada solusi yg baik dan tepat uk pembeli, smwnya gantung. Yg dirugikan selalu pembeli, sy bukan org yg gampang komplen tp karena ud sering kya gini jd lumayan ganggu","(shopee, parah sih, negative, website&apps)","(shopee, parah sih, negative)",47
@igiveawaykri kejebak ujan ni eneng abis ambil paket di shopee express hikss,negative,produk;,SUBJECTIVE, kejebak ujan ni eneng abis ambil paket di shopee express hikss,"(shopee express, kejebak ujan ni eneng abis ambil paket, negative, delivery)","(shopee express, kejebak ujan ni eneng abis ambil paket, negative)",11
"Tanya aje dlu dm ntar baru dimasukin shopee, mls bgt soalnya masukin barang",neutral,produk;,SUBJECTIVE,"Tanya aje dlu dm ntar baru dimasukin shopee, mls bgt soalnya masukin barang","(shopee, mls bgt soalnya masukin barang, negative, produk)","(shopee, mls bgt soalnya masukin barang, negative)",13
"nyesel beli bakso aci kemasan di shopee, gak enak :(",negative,produk;,SUBJECTIVE,"nyesel beli bakso aci kemasan di shopee, gak enak","(shopee, gak enak, negative, produk)","(shopee, gak enak, negative)",9
"@bukalapak Dear Bukalapak,   Kak Saat ini saya kesulitan untuk complain di aplikasi untuk kiriman yg tidak smpai sampai.   BL2318GJK2THINV Ini No Pesanannya.   Makasih",positive,payment; produk;,SUBJECTIVE," Dear Bukalapak, Kak Saat ini saya kesulitan untuk complain di aplikasi untuk kiriman yg tidak smpai sampai. BL2318GJK2THINV Ini No Pesanannya. Makasih","(bukalapak, kesulitan untuk complain, negative, costumerservice)","(bukalapak, kesulitan untuk complain, negative)",22
@Firliinthesky gk tau aku ikut temen beli baju font akar kayu di shopee lg gratis ongkir,negative,produk;,SUBJECTIVE, gk tau aku ikut temen beli baju font akar kayu di shopee lg gratis ongkir,"(shopee, lg gratis ongkir, positive, price)","(shopee, lg gratis ongkir, positive)",15
"@ShopeeCare ini ekspedisinya gimana sih shopee express, paket berhari hari ngendap ga di distribusikan ke penerima. niat ga sih jadi ekspedisi",negative,produk;,SUBJECTIVE," ini ekspedisinya gimana sih shopee express, paket berhari hari ngendap ga di distribusikan ke penerima. niat ga sih jadi ekspedisi","(shopee express, niat gak sih jadi eskpedisi, negative, delivery)","(shopee express, niat gak sih jadi eskpedisi, negative)",20
@discountfess Kalo gini komplain ke CS kak. Bakal diupayakan lebih cepat. Atau kalau ekspedisi selain shopee jg bisa langsung hubungi sosmed mereka,negative,produk;,SUBJECTIVE, Kalo gini komplain ke CS kak. Bakal diupayakan lebih cepat. Atau kalau ekspedisi selain shopee jg bisa langsung hubungi sosmed mereka,"(_, bkaal diupayak lebih cepat, negative, costumerservice)","(_, bkaal diupayak lebih cepat, negative)",21
"shopee menguji kesabaran yg lagi setipis tisu ini, sial.",negative,delivery; produk;,SUBJECTIVE,"shopee menguji kesabaran yg lagi setipis tisu ini, sial.","(shopee, menguji kesabaran, negative, website&apps)","(shopee, menguji kesabaran, negative)",9
"ada yg pernah nrima cod shopee jam segini? because i just did. smangaat mas2 paket, kejar setoran sblm lebaran yaakk 🥲",neutral,website&apps; produk;,SUBJECTIVE,"ada yg pernah nrima cod shopee jam segini? because i just did. smangaat mas2 paket, kejar setoran sblm lebaran yaakk","(cod shopee, jam segini, positive, delivery)","(cod shopee, jam segini, positive)",20
"@krisnabayusa Pake cover jok yo, asli ngaruh, 15rb-an di shopee plus ongkir",neutral,price; produk;,SUBJECTIVE," Pake cover jok yo, asli ngaruh, rb-an di shopee plus ongkir","(shopee, plus ongkir, positive, delivery)","(shopee, plus ongkir, positive)",11
@secaccount66 @FWBESS shopee banyak begituan mah bang,neutral,delivery; produk;,SUBJECTIVE, shopee banyak begituan mah bang,"(shopee, banyak begituan mah, positive, produk)","(shopee, banyak begituan mah, positive)",5
"@bdleonanda @bukalapak min, saya sudah buka tabungan 2 Minggu lebih, sampai hari ini kartu debitnya gak datang2. Apakah memang tidak memiliki kartu debit fisik ya ?",neutral,produk;,SUBJECTIVE," min, saya sudah buka tabungan Minggu lebih, sampai hari ini kartu debitnya gak datang2. Apakah memang tidak memiliki kartu debit fisik ya ?","(tabungan, kartu debitnya gak datang2, negative, website&apps)","(tabungan, kartu debitnya gak datang2, negative)",23
"@banjarbase Aku biasanya beli dari orang yg jualan live dari shopee atau ig, lebih murah ketimbang beli pas event. Tapi memang agak sedikit repot pang lah, krn harus cuci sendiri",neutral,website&apps; produk;,SUBJECTIVE," Aku biasanya beli dari orang yg jualan live dari shopee atau ig, lebih murah ketimbang beli pas event. Tapi memang agak sedikit repot pang lah, krn harus cuci sendiri","(_, lebih murah ketimbang pas event, negative, produk)","(_, lebih murah ketimbang pas event, negative)",29
Aku nak rate barang kat shopee pon malas dah..selalu 5 coins berlalu pergi begitu saje 🥲,negative,produk;,SUBJECTIVE,Aku nak rate barang kat shopee pon malas dah..selalu coins berlalu pergi begitu saje,"(shopee, rate barang kat shopee poin malas dah, negative, produk)","(shopee, rate barang kat shopee poin malas dah, negative)",14
SHOPEE TAII UDH GUA CANCEL MALAH DIKIRIM PAS BLM DIKIRIM KAGAK ADA KEJELASAN🤌🖕🏻🖕🏻🖕🏻🖕🏻,negative,produk;,SUBJECTIVE,SHOPEE TAII UDH GUA CANCEL MALAH DIKIRIM PAS BLM DIKIRIM KAGAK ADA KEJELASAN,"(SHOPEE, UDH GUA CANCEL MALAH DIKIRIM, negative, delivery)","(shopee, udh gua cancel malah dikirim, negative)",13
shopee express teh expressnya belah mana sih ampun lelettttttt😠,negative,produk;,SUBJECTIVE,shopee express teh expressnya belah mana sih ampun lelettttttt,"(shopee express, ampun lelettttt, negative, delivery)","(shopee express, ampun lelettttt, negative)",9
"@tanyarlfes @ShopeeID min shopee lagi eror ya, top up sppay ga keisi gimana, padahal di struk udh bener @ShopeePay_ID",negative,produk;,SUBJECTIVE," min shopee lagi eror ya, top up sppay ga keisi gimana, padahal di struk udh bener","(shopee, lagi eror, negative, website&apps)","(shopee, lagi eror, negative)",16
"Jujur kenapa gue gini karena gue lagi butuh uang gue gak tau mau ngapain karena ini yg bisa gue lakuin sekarang, bapak gue sekarang udah pensiun yg gajinya aja sedikit gak bisa biayain hidup gue di Bogor karena kuliah makanya gue buka usaha joki tugas dan gabung Shopee affiliate",neutral,produk;,SUBJECTIVE,"Jujur kenapa gue gini karena gue lagi butuh uang gue gak tau mau ngapain karena ini yg bisa gue lakuin sekarang, bapak gue sekarang udah pensiun yg gajinya aja sedikit gak bisa biayain hidup gue di Bogor karena kuliah makanya gue buka usaha joki tugas dan gabung Shopee affiliate","(shopee affiliate, gajinya aja sedikit, negative, website&apps)","(shopee affiliate, gajinya aja sedikit, negative)",49
"@M_ajingrh Online juga bisa calo lagi, gampang banget. 1 orang bisa dapet banyak tiket. Contoh Shopee aja juga bisa di pakein bot",neutral,produk;,SUBJECTIVE," Online juga bisa calo lagi, gampang banget. orang bisa dapet banyak tiket. Contoh Shopee aja juga bisa di pakein bot","(Shopee, bisa di pakein bot, negative, website&apps)","(shopee, bisa di pakein bot, negative)",20
"@bliblidotcom nastar, dlu suka tp skrg ga suka amat, eneg",neutral,produk;,SUBJECTIVE," nastar, dlu suka tp skrg ga suka amat, eneg","(nastar, skrg ga suka amat eneg, negative, produk)","(nastar, skrg ga suka amat eneg, negative)",9
"@rendangsmuggler Btw di shopee lagi banyak diskon nih, apalagi dpt voucher tokonya. Barusan aku checkout 5 biji wkwkwk",negative,payment; produk;,SUBJECTIVE," Btw di shopee lagi banyak diskon nih, apalagi dpt voucher tokonya. Barusan aku checkout biji wkwkwk","(diskon, di shopee lagi banyak, positive, price)","(diskon, di shopee lagi banyak, positive)",16
full co shopee ribet????? gausah jualan kata gue,negative,produk;,SUBJECTIVE,full co shopee ribet????? gausah jualan kata gue,"(co shopee, ribet, negative, website&apps)","(co shopee, ribet, negative)",8
@tanyakanrl Kurir shopee express hemat lagi. Mudahan cepat sampai 🙏,negative,produk;,SUBJECTIVE, Kurir shopee express hemat lagi. Mudahan cepat sampai,"(shopee express, Mudahan cepat sampainya, negative, delivery)","(shopee express, mudahan cepat sampainya, negative)",8
Buka shopee aja lemot bnget heran,negative,produk;,SUBJECTIVE,Buka shopee aja lemot bnget heran,"(buka shopee, lemot bnget heran, negative, website&apps)","(buka shopee, lemot bnget heran, negative)",6
Ini di shopee semua celana yang gue mau yang warna Black kenapa habis semua sih,neutral,produk;,SUBJECTIVE,Ini di shopee semua celana yang gue mau yang warna Black kenapa habis semua sih,"(shopee, kenapa habis semua sih, negative, produk)","(shopee, kenapa habis semua sih, negative)",15
Kemaren thr cair dan pas banget hari ini harus checkout2 shopee biar bisa nyampe sebelom mudik. Alhamdulillah sekali ya yorobun~~🥹,negative,produk;,SUBJECTIVE,Kemaren thr cair dan pas banget hari ini harus checkout2 shopee biar bisa nyampe sebelom mudik. Alhamdulillah sekali ya yorobun~~,"(thr cair, pas banget, positive, payment)","(thr cair, pas banget, positive)",20
